PIDN,ADDRESS,SALE_TEXT,SALES_CODE,LANDUSE_TE,RECD_DATE,RECD_PRICE,CITY_TEXT,DEED,lat,long
054-22-11-018.00,408 WATKINS ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/2/2018,30000,COVINGTON,C 6364/ 139,39.0762,-84.5155
054-22-13-014.00,302 ROBBINS ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/16/2018,257900,COVINGTON,C 6371/ 315,39.0794,-84.5147
054-22-22-002.00,1219 HOLMAN ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/22/2018,30000,COVINGTON,C 6375/  82,39.0762,-84.5137
054-22-26-003.00,239 ROBBINS ST W,,9999,CHURCH,3/30/2018,140000,COVINGTON,C 6380/  85,39.079,-84.5141
054-22-32-021.00,1034 BANKLICK ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/5/2018,71100,COVINGTON,C 6364/ 251,39.079,-84.5129
054-22-33-017.00,1128 BANKLICK ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/5/2018,56600,COVINGTON,C 6365/ 230,39.0773,-84.5125
054-23-11-009.00,401-17 GREENUP ST,,9999,USED CAR LOT,3/27/2018,850000,COVINGTON,C 6378/ 115,39.0872,-84.508
054-23-11-010.00,419 GREENUP ST,,9999,AUTO SERVICE/REPAIR,3/27/2018,850000,COVINGTON,C 6378/ 115,39.087,-84.508
054-23-17-002.00,209 4TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,OFFICE BLDG 1 OR 2 STORY,3/2/2018,175000,COVINGTON,C 6363/ 225,39.0874,-84.5073
054-23-17-003.00,211 4TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,OFFICE BLDG 1 OR 2 STORY,3/2/2018,219000,COVINGTON,C 6363/ 215,39.0874,-84.5072
054-23-17-006.00,411 SANFORD ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,PAVED LOT,3/2/2018,219000,COVINGTON,C 6363/ 215,39.0872,-84.5071
054-23-17-007.00,413-15 SANFORD ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,THREE FAMILY,3/2/2018,219000,COVINGTON,C 6363/ 215,39.0871,-84.5071
054-24-18-004.00,107 12TH ST E,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,3/9/2018,96000,COVINGTON,C 6367/ 331,39.0778,-84.5064
054-24-18-021.00,114 TREVOR ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,VACANT LAND,3/9/2018,7000,COVINGTON,C 6367/ 331,39.0776,-84.5062
054-24-18-022.00,112 TREVOR ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,VACANT LAND,3/9/2018,6000,COVINGTON,C 6367/ 331,39.0776,-84.5063
054-24-25-011.00,1201 GARRARD ST,,9999,SINGLE FAMILY,3/28/2018,78500,COVINGTON,C 6378/ 242,39.0783,-84.5041
054-42-01-006.00,313-15 11TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,TWO FAMILY,3/5/2018,45000,COVINGTON,C 6364/ 246,39.0796,-84.5034
055-11-11-004.00,431 LINDEN AVE S,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/1/2018,77800,COVINGTON,C 6363/  83,39.0716,-84.5156
055-11-11-014.00,407 LINDEN AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/16/2018,22000,COVINGTON,C 6372/  22,39.0724,-84.5149
055-11-22-008.00,1527 HOLMAN ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/6/2018,50000,COVINGTON,C 6365/ 330,39.0723,-84.5128
055-11-25-019.00,1432 HOLMAN ST,,9999,SINGLE FAMILY,3/30/2018,35000,COVINGTON,C 6380/ 162,39.0737,-84.5125
055-11-28-006.00,1313 RUSSELL ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/5/2018,55000,COVINGTON,C 6364/ 244,39.0755,-84.5117
055-11-29-004.00,1312 RUSSELL ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/6/2018,30000,COVINGTON,C 6366/ 175,39.0757,-84.5112
055-12-06-003.00,1803 JEFFERSON AVE,,9999,SINGLE FAMILY,3/26/2018,24000,COVINGTON,C 6377/ 162,39.0673,-84.5148
055-12-08-019.00,1921 HOWELL ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,3/2/2018,18300,COVINGTON,C 6363/ 203,39.065,-84.5116
055-12-12-021.00,1617 MAY ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/14/2018,48000,COVINGTON,C 6371/  44,39.0701,-84.5146
055-12-15-010.00,334 17TH ST W,TRANSCTION INVOLVNG NONTXBL ENTITY,5,SINGLE FAMILY,3/13/2018,56800,COVINGTON,C 6369/ 308,39.0697,-84.5136
055-12-23-007.00,1711 BANKLICK ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/1/2018,16500,COVINGTON,C 6362/ 218,39.0695,-84.5112
055-13-08-017.00,16 15TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/21/2018,25000,COVINGTON,C 6374/ 175,39.0741,-84.5068
055-13-17-005.00,1514-16 GREENUP ST,,9999,SINGLE FAMILY,3/30/2018,13300,COVINGTON,C 6380/  59,39.0738,-84.5039
055-14-06-037.00,2002 RUSSELL ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/7/2018,83500,COVINGTON,C 6366/ 297,39.066,-84.5087
055-14-08-004.00,143 21ST ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/15/2018,17000,COVINGTON,C 6371/  99,39.0651,-84.5075
055-14-15-009.00,1717 SCOTT ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,GARAGE/PARKING SPACE,3/15/2018,10000,COVINGTON,C 6371/ 153,39.0701,-84.5053
055-14-17-009.00,1817 SCOTT ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,3/15/2018,60000,COVINGTON,C 6371/  64,39.0688,-84.505
055-14-21-012.00,2025 SCOTT ST,,9999,SINGLE FAMILY,3/29/2018,75100,COVINGTON,C 6379/   1,39.0663,-84.5043
055-14-25-019.00,1924 SCOTT ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/5/2018,79500,COVINGTON,C 6365/ 153,39.0676,-84.5041
055-14-27-032.00,2037 GREENUP ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,3/8/2018,80000,COVINGTON,C 6367/ 253,39.0661,-84.5029
055-20-02-024.00,2243 GENEVIEVE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/13/2018,119000,COVINGTON,C 6370/  52,39.0582,-84.5197
055-21-01-138.00,630 POINTE BENTON LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/8/2018,293000,COVINGTON,C 6367/ 259,39.0631,-84.5127
055-23-04-005.00,2315 WARREN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/2/2018,89900,COVINGTON,C 6363/ 331,39.0616,-84.5093
055-23-08-010.00,2318 WARREN ST,,9999,OTHER RETAIL,3/28/2018,49000,COVINGTON,C 6378/ 251,39.0617,-84.5089
055-23-11-010.00,2402 HERMAN ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/9/2018,12000,COVINGTON,C 6368/ 258,39.0618,-84.5079
055-23-11-017.00,2418 HERMAN ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/9/2018,13000,COVINGTON,C 6368/ 226,39.0614,-84.5075
055-23-18-002.00,9 24TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/21/2018,17100,COVINGTON,C 6375/  40,39.0628,-84.5043
055-23-18-007.00,23 24TH ST E,,9999,SINGLE FAMILY,3/30/2018,5000,COVINGTON,C 6380/  21,39.0627,-84.5037
055-24-03-007.00,106 BLACKBURN AVE,,9999,SINGLE FAMILY,3/26/2018,47000,COVINGTON,C 6377/ 141,39.0547,-84.507
055-24-11-008.00,2529 WARREN ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/19/2018,28400,COVINGTON,C 6373/  27,39.0582,-84.5073
055-31-09-011.00,327 16TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/5/2018,25000,COVINGTON,C 6364/ 314,39.072,-84.5011
055-31-09-012.00,329 16TH ST E,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/5/2018,11000,COVINGTON,C 6364/ 308,39.072,-84.501
055-31-10-026.00,343 17TH ST E,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/22/2018,4400,COVINGTON,C 6375/ 161,39.0713,-84.5001
055-31-13-017.00,404 PATTON ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/13/2018,11900,COVINGTON,C 6370/  75,39.0732,-84.4995
055-31-16-002.00,403 17TH ST E,,9999,SINGLE FAMILY,3/26/2018,67000,COVINGTON,C 6377/ 226,39.0713,-84.4995
055-32-02-003.00,211 18TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/26/2018,72100,COVINGTON,C 6376/ 340,39.0697,-84.5029
055-32-02-045.00,1800 GREENUP ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,TWO FAMILY,3/23/2018,50000,COVINGTON,C 6376/  73,39.0697,-84.5032
055-32-04-025.00,2032 MACKOY AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/6/2018,29000,COVINGTON,C 6365/ 322,39.0664,-84.5016
055-32-04-066.00,303 21ST ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/13/2018,76000,COVINGTON,C 6370/  87,39.0667,-84.5009
055-32-17-001.00,401 DELMAR PL,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/20/2018,104500,COVINGTON,C 6374/  41,39.0684,-84.4997
055-32-27-022.00,1908 OAKLAND AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/1/2018,16900,COVINGTON,C 6363/  25,39.069,-84.4972
055-32-27-034.00,1917 GLENWAY AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/13/2018,50000,COVINGTON,C 6370/  83,39.0687,-84.4966
055-41-08-012.00,33 26TH ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/6/2018,129500,COVINGTON,C 6366/ 138,39.0597,-84.5009
055-41-12-017.00,2209 OAKLAND AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/9/2018,152000,COVINGTON,C 6368/ 305,39.0648,-84.4976
055-41-13-001.01,2228 OAKLAND AVE,NO OTHER CODE APPLICABLE,99,VACANT LAND,3/27/2018,22500,COVINGTON,C 6377/ 335,39.0635,-84.4968
055-42-07-007.00,2611 GREENUP ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/1/2018,78000,COVINGTON,C 6363/  48,39.0593,-84.5004
056-11-02-030.00,2754 DAKOTA AVE,,9999,SINGLE FAMILY,3/28/2018,35800,COVINGTON,C 6378/ 164,39.0506,-84.5145
056-11-08-005.00,2723 INDIANA AVE,,9999,SINGLE FAMILY,3/29/2018,75000,COVINGTON,C 6379/ 311,39.0528,-84.5106
056-13-02-054.00,307 33RD ST W,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/8/2018,55000,COVINGTON,C 6367/ 262,39.0492,-84.5078
056-13-03-002.00,209 32ND ST W,,9999,SINGLE FAMILY,3/28/2018,84900,COVINGTON,C 6378/ 280,39.0503,-84.5071
056-13-13-012.00,17 30TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/19/2018,45000,COVINGTON,C 6373/  42,39.0532,-84.5042
056-13-15-023.00,3212 ROGERS ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/5/2018,90000,COVINGTON,C 6365/  15,39.051,-84.5046
056-14-08-007.00,17 36TH ST W,,9999,SINGLE FAMILY,3/29/2018,62500,COVINGTON,C 6379/  74,39.0485,-84.5039
056-20-00-059.07,4312 BORON DR,,9999,RETAIL OFFICE/WHSE,3/27/2018,3150000,COVINGTON,C 6378/  68,39.0389,-84.5141
056-23-02-027.00,24 43RD ST E,,9999,SINGLE FAMILY,3/29/2018,38000,COVINGTON,C 6379/ 281,39.0414,-84.5046
056-31-10-017.00,111 33RD ST E,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/21/2018,30000,COVINGTON,C 6374/ 178,39.0517,-84.5011
056-32-02-002.00,7 SOUTHERN AVE E,GOOD SALE/ARMS LENGTH TRANSACTION,0,RETAIL W/APARTMENTS,3/9/2018,160000,COVINGTON,C 6367/ 284,39.0472,-84.5027
056-32-05-019.00,3912 LOCKE ST,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/19/2018,80000,COVINGTON,C 6373/  20,39.0443,-84.503
056-32-09-005.00,3814 DECOURSEY AVE,,9999,CHURCH,3/29/2018,72500,COVINGTON,C 6379/ 315,39.046,-84.5011
056-32-20-010.00,3719 HUNTINGTON AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/20/2018,89500,COVINGTON,C 6374/  62,39.0466,-84.4986
056-32-20-032.00,310 39TH ST E,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/8/2018,127000,COVINGTON,C 6367/ 226,39.0453,-84.4988
056-32-20-035.00,302-04 39TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/14/2018,89900,COVINGTON,C 6370/ 259,39.0453,-84.4991
056-34-06-014.00,3911 GILBERT AVE,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/13/2018,91500,COVINGTON,C 6370/ 109,39.044,-84.4955
056-41-02-041.00,144 42ND ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/9/2018,75000,COVINGTON,C 6368/ 254,39.0419,-84.4999
056-41-05-023.00,324 42ND ST E,,9999,SINGLE FAMILY,3/30/2018,4000,COVINGTON,C 6380/  24,39.0423,-84.497
056-41-07-013.00,4216 MCKEE AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/16/2018,25000,COVINGTON,C 6372/  33,39.0415,-84.4965
056-42-01-061.00,4604 VICTORY AVE,,9999,SINGLE FAMILY,3/29/2018,50000,COVINGTON,C 6379/ 169,39.0353,-84.4983
056-42-01-070.00,219 46TH ST E,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/9/2018,33000,COVINGTON,C 6367/ 296,39.0353,-84.4974
056-42-02-010.00,4517 DECOURSEY AVE,,9999,SINGLE FAMILY,3/27/2018,21500,COVINGTON,C 6377/ 270,39.0364,-84.4959
056-43-01-012.00,4411 HUNTINGTON AVE,,9999,SINGLE FAMILY,3/26/2018,100000,COVINGTON,C 6377/ 180,39.039,-84.4955
056-43-04-002.00,4331 VERMONT AVE,NH SALE/CHANGED BY CONSTRUCTION,8,TWO FAMILY,3/5/2018,83900,COVINGTON,C 6365/ 177,39.0403,-84.4948
056-43-07-004.00,4352 VERMONT AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/8/2018,111600,COVINGTON,C 6367/  98,39.0397,-84.4942
056-43-10-019.00,4414 MICHIGAN AVE,FAMILY/BUSINESS XFR/NOT ARMS LENGTH,2,SINGLE FAMILY,3/5/2018,60000,COVINGTON,C 6365/ 126,39.0391,-84.493
059-00-00-007.00,5739 TAYLOR MILL RD,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/2/2018,97500,COVINGTON,I 4075/ 205,38.9882,-84.5044
059-20-01-293.00,3162 SENOUR RD,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/16/2018,255000,COVINGTON,I 4081/ 123,38.9692,-84.5146
059-30-10-071.00,5851 KNOLLVIEW CT,,9999,SINGLE FAMILY,3/30/2018,286100,COVINGTON,I 4086/ 347,38.983,-84.4971
040-14-07-024.00,1338 HAZEN ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/13/2017,25500,COVINGTON,C 6114/  28,39.0883,-84.538
040-30-01-023.01,956 FOREST AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/28/2017,69000,COVINGTON,C 6125/  62,39.0879,-84.5297
040-30-01-173.00,203 WESTERN AVE,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/1/2017,17500,COVINGTON,C 6106/   8,39.0884,-84.5262
040-32-24-001.00,1228 HIGHWAY AVE,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/29/2017,80000,COVINGTON,C 6125/ 339,39.0894,-84.533
040-41-05-009.00,1008 PARK LN,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/28/2017,150000,COVINGTON,C 6125/  96,39.0824,-84.5309
040-43-05-019.00,707 DALTON ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/23/2017,55000,COVINGTON,C 6122/ 135,39.0825,-84.5212
040-43-05-022.00,721 DALTON ST,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/22/2017,205000,COVINGTON,C 6121/ 132,39.0821,-84.5211
040-43-05-024.00,725 DALTON ST,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/6/2017,53000,COVINGTON,C 6109/  16,39.082,-84.5211
040-43-09-020.02,635 BAKEWELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/3/2017,85000,COVINGTON,C 6107/ 288,39.083,-84.519
040-43-09-020.03,637 BAKEWELL ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/3/2017,78000,COVINGTON,C 6108/  98,39.0829,-84.519
040-43-10-010.00,707-709 BAKEWELL ST,SALE $ INCL> 1 PROPERTY,11,VACANT LAND,3/14/2017,16000,COVINGTON,C 6116/  85,39.0823,-84.519
040-43-13-011.00,727 MAIN ST,SALE $ INCL> 1 PROPERTY,11,PAVED LOT,3/7/2017,110000,COVINGTON,C 6110/ 298,39.0817,-84.5178
040-43-13-012.00,729-31 MAIN ST,SALE $ INCL> 1 PROPERTY,11,RETAIL W/ APARTMENTS,3/7/2017,110000,COVINGTON,C 6110/ 298,39.0816,-84.5178
040-44-01-007.00,899 WESTERN AVE,SALE PRICE NOT FAIR MARKET VALUE,19,SINGLE FAMILY,3/9/2017,12500,COVINGTON,C 6113/  79,39.0781,-84.5244
040-44-13-001.00,802 PHILADELPHIA ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,3/27/2017,142700,COVINGTON,C 6123/ 341,39.0814,-84.5198
040-44-15-009.01,805 MAIN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,4-19 UNIT APARTMENTS,3/20/2017,187500,COVINGTON,C 6119/ 120,39.0813,-84.5178
040-44-15-009.02,807 MAIN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,4-19 UNIT APARTMENTS,3/20/2017,187500,COVINGTON,C 6119/ 141,39.0812,-84.5178
040-44-16-006.00,827 MAIN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,TWO FAMILY,3/16/2017,395000,COVINGTON,C 6116/ 333,39.0805,-84.5178
041-30-02-007.36,1224 GRAYS PEAK,GOOD SALE/ARMS LENGTH TRANSACTION,0,LANDOMINIUM,3/6/2017,343000,COVINGTON,C 6109/  89,39.0733,-84.5228
041-30-02-011.68,1185 GRAYS PEAK,GOOD SALE/ARMS LENGTH TRANSACTION,0,LANDOMINIUM,3/6/2017,450000,COVINGTON,C 6109/ 248,39.0742,-84.5241
041-40-31-012.00,915 LORAINE CT,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/10/2017,71300,COVINGTON,C 6113/ 127,39.0567,-84.5215
042-30-01-003.00,902 TREELINE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/23/2017,287500,COVINGTON,C 6122/  68,39.0437,-84.5269
045-00-01-149.00,9142 HAWKSRIDGE DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/14/2017,134800,COVINGTON,I 3909/ 333,38.9902,-84.5216
045-00-01-197.00,9234 HAWKSRIDGE DR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/9/2017,105000,COVINGTON,I 3907/ 324,38.988,-84.5224
045-10-01-081.00,4390 KIDWELL LN,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/6/2017,155000,COVINGTON,I 3905/ 296,38.9794,-84.5338
045-10-01-147.00,2020 GRIBBLE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/6/2017,151000,COVINGTON,I 3906/   2,38.9851,-84.5357
045-10-01-184.00,2203 SUMMERLIN ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/20/2017,185000,COVINGTON,I 3912/ 107,38.9756,-84.5355
045-10-01-262.00,2234 FEDDERS CT,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/8/2017,184800,COVINGTON,I 3907/  97,38.9779,-84.5343
045-30-00-001.63,9152 BLUE RIDGE DR,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/7/2017,115000,COVINGTON,I 3906/ 283,38.9835,-84.5143
045-30-00-002.65,9156 SHARP WOOD CT,NH SALE/CHANGED BY CONSTRUCTION,8,BLIGHTED PER CITY LISTING,3/21/2017,157000,COVINGTON,I 3913/ 148,38.9869,-84.52
045-30-00-019.00,6 MEADOW HILL DR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/24/2017,61000,COVINGTON,I 3915/ 273,38.9807,-84.5219
045-30-00-137.00,50 WATERSIDE WAY,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/28/2017,76000,COVINGTON,I 3916/ 167,38.9788,-84.5267
045-30-00-238.00,33 CRYSTAL LAKE DR,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/21/2017,137800,COVINGTON,I 3913/ 259,38.9826,-84.5251
045-30-00-243.00,101 BLUFFSIDE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/8/2017,129900,COVINGTON,I 3907/  73,38.9822,-84.5263
045-30-00-268.00,33 VALESIDE DR,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/27/2017,100000,COVINGTON,I 3915/ 318,38.9762,-84.5215
045-30-00-513.00,124 BLUFFSIDE DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/14/2017,120000,COVINGTON,I 3910/ 131,38.9851,-84.5266
045-30-00-548.00,111 VISTA VIEW CIR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/29/2017,90000,COVINGTON,I 3917/  95,38.9851,-84.526
045-30-00-602.00,1 JUAREZ CIR,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/13/2017,90000,COVINGTON,I 3909/  38,38.9833,-84.5204
045-30-00-605.00,6 JUAREZ CIR,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/23/2017,62600,COVINGTON,I 3915/  73,38.9834,-84.5196
045-30-00-630.00,104 JUAREZ CIR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/6/2017,120000,COVINGTON,I 3905/ 270,38.9846,-84.5218
045-40-00-005.00,2992 SENOUR RD,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/29/2017,118000,COVINGTON,I 3917/ 128,38.9671,-84.5189
045-40-00-079.00,114 GREEN HILL DR,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/13/2017,125000,COVINGTON,I 3909/  52,38.9755,-84.5236
054-14-12-009.00,125 GARRARD ST,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/9/2017,940000,COVINGTON,C 6112/ 269,39.0904,-84.507
054-21-04-012.00,259 PERSHING AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,SINGLE FAMILY,3/28/2017,76000,COVINGTON,C 6125/  67,39.0833,-84.516
054-21-04-027.00,262 7TH ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/16/2017,81400,COVINGTON,C 6117/  88,39.0832,-84.5156
054-21-04-028.00,302 7TH ST W,NH SALE/CHANGED BY CONSTRUCTION,8,SINGLE FAMILY,3/16/2017,81400,COVINGTON,C 6117/  67,39.0832,-84.5157
054-21-12-026.00,804 GREER AVE,GOOD SALE/ARMS LENGTH TRANSACTION,0,SINGLE FAMILY,3/21/2017,133000,COVINGTON,C 6120/ 111,39.0819,-84.5154
054-21-13-027.00,218 6TH ST W,SALE $ INCL> 1 PROPERTY,11,TWO FAMILY,3/20/2017,255000,COVINGTON,C 6118/ 175,39.0842,-84.5143
054-21-13-028.00,220 6TH ST W,SALE $ INCL> 1 PROPERTY,11,TWO FAMILY,3/20/2017,255000,COVINGTON,C 6118/ 175,39.0842,-84.5144
054-22-01-003.00,411 9TH ST W,FORECLOSURE XFER/PURCHASE FROM BANK,12,TWO FAMILY,3/14/2017,34000,COVINGTON,C 6115/ 338,39.0799,-84.5179
054-22-07-021.00,404 PIKE ST,SALE $ INCL> 1 PROPERTY,11,RETAIL W/ APARTMENTS,3/10/2017,270000,COVINGTON,C 6113/ 236,39.0794,-84.5165
054-22-12-012.00,821-23 GREER AVE,SALE BETWEEN FAMILY/NOT ARMS LENGTH,2,4-19 UNIT APARTMENTS,3/9/2017,135000,COVINGTON,C 6112/ 193,39.0812,-84.5157
054-22-14-001.00,331-37 ROBBINS ST W,SALE $ INCL> 1 PROPERTY,11,PAVED LOT,3/10/2017,270000,COVINGTON,C 6113/ 236,39.0789,-84.5158
054-22-17-007.00,1109 HOLMAN ST,GD SL NEEDS REHAB/ESTATE SALE/RELO,20,SINGLE FAMILY,3/16/2017,8500,COVINGTON,C 6116/ 301,39.078,-84.5142
054-22-21-001.00,309-15 12TH ST W,TRANSCTION INVOLVNG NONTXBL ENTITY,5,STATE OWNED PROPERTY,3/15/2017,30000,COVINGTON,C 6116/ 276,39.0764,-84.5141
054-22-23-003.00,268 PIKE ST,XFER BETWEEN AFFILIATED COMPANIES,18,RETAIL W/ APARTMENTS,3/27/2017,57000,COVINGTON,C 6123/ 119,39.0809,-84.515
054-24-11-011.00,1229 SCOTT ST,FORECLOSURE XFER/PURCHASE FROM BANK,12,SINGLE FAMILY,3/9/2017,1000,COVINGTON,C 6112/ 188,39.077,-84.5071
