id,date,hap,fdate,saledate,fdummy,sdummy,spell,saleval,sqft,age
040.44.16.006.00,3/1/14,0,,3/1/17,0,1,36,12.51539389,8.272826004,4.86753445
041.30.00.031.00,3/1/14,0,,,0,0,60,9.433483923,6.909753282,4.189654742
041.40.50.001.00,3/1/14,0,,,0,0,60,11.00209984,7.284820913,3.871201011
045.10.01.108.00,3/1/14,0,,5/1/18,0,1,50,11.71586631,7.156176637,2.995732274
054.21.02.003.00,3/1/14,0,,10/1/16,0,1,31,11.13019984,8.06652149,5.062595033
054.21.02.003.00,3/1/14,0,,10/1/16,0,1,31,11.13019984,8.06652149,5.062595033
054.21.06.019.00,3/1/14,0,,11/1/16,0,1,32,9.83091686,6.779921907,4.700480366
054.42.04.025.00,3/1/14,0,,6/1/17,0,1,39,9.417354541,7.53369371,4.49980967
054.42.04.025.00,3/1/14,0,,6/1/18,0,1,51,9.417354541,7.53369371,4.49980967
055.11.17.021.00,3/1/14,0,,,0,0,60,9.903487553,6.753437919,4.59511985
055.12.09.011.00,3/1/14,0,,,0,0,60,10.1266311,6.811244379,4.521788577
055.12.20.028.00,3/1/14,0,,1/1/17,0,1,34,11.40756495,7.588323677,4.574710979
055.12.21.008.00,3/1/14,0,,,0,0,60,10.40426284,7.592870288,4.736198448
055.12.23.004.00,3/1/14,0,,10/1/18,0,1,55,10.16585182,7.13009851,4.736198448
055.14.17.012.00,3/1/14,0,,8/1/16,0,1,29,9.903487553,7.385230923,4.820281566
055.14.26.010.00,3/1/14,0,,,0,0,60,12.06220228,7.849323818,4.753590191
055.23.09.012.00,3/1/14,0,,,0,0,60,9.61580548,7.280697195,4.510859507
055.23.09.014.00,3/1/14,0,9/1/14,,1,0,6,10.50780352,6.784457063,4.553876892
055.23.14.008.02,3/1/14,0,,,0,0,60,12.30138283,7.910590612,4.736198448
055.23.18.003.00,3/1/14,0,,,0,0,60,12.30138283,7.226936018,4.820281566
055.23.18.005.00,3/1/14,0,,,0,0,60,12.30138283,7.207118856,4.59511985
055.31.03.043.00,3/1/14,0,,,0,0,60,8.517193191,7.619724214,4.779123493
055.32.22.009.00,3/1/14,0,,,0,0,60,10.02570519,7.762596049,4.65396035
055.32.22.011.00,3/1/14,0,,,0,0,60,10.20359214,7.543273347,4.691347882
055.41.07.010.00,3/1/14,0,,6/1/17,0,1,39,11.51292546,7.453561872,4.691347882
056.11.07.037.01,3/1/14,0,,,0,0,60,11.35040654,7.142036575,4.532599493
056.13.09.006.00,3/1/14,0,,,0,0,60,11.28978191,7.33171497,4.553876892
056.13.12.014.00,3/1/14,0,,,0,0,60,10.83958091,7.049254841,4.043051268
056.31.11.019.00,3/1/14,0,,,0,0,60,10.71885237,7.416979621,4.077537444
056.32.17.005.00,3/1/14,0,,,0,0,60,11.28978191,7.855544678,4.744932128
056.32.27.012.00,3/1/14,0,,,0,0,60,10.97678203,7.238496841,4.605170186
056.41.02.009.00,3/1/14,0,,,0,0,60,11.08214255,7.221105098,4.779123493
056.41.07.001.00,3/1/14,0,,,0,0,60,12.30138283,7.157735484,4.510859507
056.42.01.008.00,3/1/14,0,,,0,0,60,11.15482093,7.390798522,4.736198448
056.42.02.017.00,3/1/14,0,9/1/18,,1,0,1,9.305650552,7.349873705,4.736198448
059.30.10.072.00,3/1/14,0,,,0,0,60,,8.13446757,2.890371758
040.10.01.008.00,5/1/14,0,,,0,0,60,11.06663836,6.899723107,4.890349128
040.30.00.124.00,5/1/14,0,4/1/15,,1,0,11,10.30895266,7.232733136,5.164785974
040.32.01.014.00,5/1/14,0,,,0,0,60,10.02127059,7.012115294,4.521788577
040.44.04.024.00,5/1/14,0,,2/1/15,0,1,9,9.803667217,7.207118856,4.770684624
040.44.04.024.00,5/1/14,0,,2/1/15,0,1,9,9.803667217,7.207118856,4.770684624
045.10.01.049.00,5/1/14,0,,,0,0,60,11.67334219,7.597897951,2.944438979
054.21.12.003.00,5/1/14,0,,8/1/18,0,1,51,11.73606902,7.899524472,4.770684624
054.42.11.012.00,5/1/14,0,,9/1/18,0,1,52,9.609116492,7.206377291,4.49980967
055.12.19.018.00,5/1/14,0,,,0,0,60,10.81977828,7.645875825,4.574710979
055.14.01.013.00,5/1/14,0,7/1/14,,1,0,2,10.74935582,7.060476366,4.356708827
056.13.02.049.00,5/1/14,0,,,0,0,60,10.46310334,7.087573706,4.820281566
056.14.01.006.00,5/1/14,0,,8/1/16,0,1,27,10.51867319,7.13169851,4.553876892
056.14.01.006.00,5/1/14,0,11/1/16,,1,0,30,10.51867319,7.13169851,4.553876892
056.31.01.007.00,5/1/14,0,,,0,0,60,10.93310697,7.103322063,4.553876892
056.31.09.009.00,5/1/14,0,,,0,0,60,10.71441777,6.817830571,4.553876892
056.31.23.015.00,5/1/14,0,1/1/15,,1,0,8,10.67821472,7.003065459,4.634728988
056.41.10.024.00,5/1/14,0,,,0,0,60,11.48246626,7.539027056,4.521788577
056.43.01.049.00,5/1/14,0,,,0,0,60,10.87804719,7.297768283,4.532599493
058.40.00.228.00,5/1/14,0,,,0,0,60,11.82041016,7.488852956,3.828641396
040.14.10.021.00,6/1/14,0,,,0,0,60,8.517193191,6.556778356,4.49980967
040.43.09.036.00,6/1/14,0,,,0,0,60,12.1542529,7.651595574,4.96284463
040.44.14.008.00,6/1/14,0,,12/1/18,0,1,54,10.50506754,6.80682936,4.852030264
040.44.15.012.00,6/1/14,0,,,0,0,60,12.4874851,7.835183755,4.804021045
045.10.01.063.00,6/1/14,0,,,0,0,60,11.5395674,7.321188557,2.995732274
054.21.02.003.00,6/1/14,0,,10/1/16,0,1,28,11.13019984,8.06652149,5.062595033
054.21.02.003.00,6/1/14,0,,10/1/16,0,1,28,11.13019984,8.06652149,5.062595033
054.21.06.015.00,6/1/14,0,,,0,0,60,11.02841715,7.408530567,5.062595033
054.22.05.001.00,6/1/14,0,,,0,0,60,11.73606902,7.657282793,4.927253685
